epoch,acc,loss,val_acc,val_loss
56,0.9918844863413513,0.029028087774684533,0.9841653322354673,0.057908857338068734
57,0.9919472645439659,0.028957396464908365,0.9743210816392883,0.08981291572691667
58,0.9922839842176291,0.028510178032629563,0.9851237989652651,0.050434467424292674
59,0.9923011055276786,0.028600361856735368,0.9799720409174506,0.07125944568598554
60,0.9923695908597229,0.02865225400743461,0.978813893747882,0.07504482091365072
61,0.9928375740374296,0.026626166460189223,0.9895567070133389,0.03734883051715232
62,0.9927919171516678,0.027500892697163024,0.9853634155524996,0.05213205225467414
63,0.9929060593932857,0.0268483182247726,0.9881589432446339,0.043353540464040316
64,0.9925122687144715,0.027478333375518853,0.9902555889452989,0.037949808634826526
65,0.9929288878735852,0.026307827106847825,0.9864217224426735,0.05128512724747914
66,0.9926549464365538,0.027254802581927834,0.9802915296448876,0.07642324530175879
67,0.9931400510059509,0.026388441819307273,0.9892771543262485,0.041676294578989886
68,0.9929688376231139,0.02615571440291712,0.9862619779004266,0.054779017228259744
69,0.9931914150143388,0.025321377453060123,0.9811701241392679,0.0733394318121893
70,0.9932256576888652,0.02516043159665089,0.9059704403324534,0.40066311827666623
71,0.9930487372242225,0.02599990653534149,0.9875798695884384,0.04472328049518293
72,0.993088686987358,0.026664028121707005,0.9776357785224343,0.08428818304822543
73,0.9934482350528764,0.02542718482810667,0.9859225211290125,0.05731493130446406
74,0.9932884359288986,0.025366393441368172,0.9743011134762924,0.09830651706084237
75,0.9934425279506605,0.024956918152448035,0.989976036198699,0.03984146499692034
76,0.9935737915601568,0.024147115034237165,0.9898761958597948,0.03858119831811012
77,0.9937107622242453,0.024293905372977268,0.9843051086980313,0.06008447539301205
78,0.9939105111657859,0.02464118103418385,0.9861022334891005,0.05323272966045199
79,0.9936879337711594,0.024476135853777274,0.9843250767063028,0.06128409905686451
80,0.9938648542698191,0.024416585590384433,0.9889576654559888,0.03955166928560143
81,0.9937678333212423,0.02482576429925331,0.9886581446416081,0.04240524288671933
82,0.9936651053146717,0.024939428078655512,0.9814896129262143,0.06689247499231603
83,0.9940474818843016,0.02298841758442694,0.9830071851135062,0.06560165305633452
84,0.9941730383133428,0.023128835818868595,0.9867212432332504,0.05086893440814118
85,0.9940360676152373,0.023652671312693465,0.9924720430883546,0.03197243036542344
86,0.9940531889559022,0.02355877798772016,0.9893170903546932,0.04262298372363636
87,0.9942415236794041,0.02276000566559988,0.9716453624966617,0.10564416857769553
88,0.9941102601141298,0.02266656057482855,0.9887579848614935,0.04421859209121878
89,0.9945097579427838,0.022107214393331662,0.98959664320841,0.037886849005826374
90,0.9941559170066949,0.022584143168625774,0.9887579848376897,0.04387831045290494
91,0.9941673311975201,0.023137179423033664,0.9891373778874881,0.04286952196245123
92,0.9940646031705392,0.023351992784989,0.9870207641904537,0.0487456775509184
93,0.9943385445497417,0.02259969289808757,0.9878394542791592,0.047486400217864475
94,0.9945268792970555,0.021788040385743664,0.9880790710925295,0.043699539626930684
95,0.9946410215386734,0.020565699163037462,0.9902955251046643,0.0393484452952848
96,0.9943670801254538,0.021743290727893664,0.9619209205809112,0.15686191963680912
97,0.9944127370316258,0.0222274453907594,0.9857228405226153,0.05349900789883214
98,0.9948293562111497,0.020522477102416285,0.9808306672845405,0.07072489292728312
99,0.9946353143922353,0.02134599888324355,0.9894968029409171,0.040251780891684616
